"Column Name","Label"
"S0601_C03_040MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$10,000 to $14,999"
"S0601_C03_041E","Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$15,000 to $24,999"
"S0601_C03_041EA","Annotation of Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$15,000 to $24,999"
"S0601_C03_041M","Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$15,000 to $24,999"
"S0601_C03_041MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$15,000 to $24,999"
"S0601_C03_042E","Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$25,000 to $34,999"
"S0601_C03_042EA","Annotation of Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$25,000 to $34,999"
"S0601_C03_042M","Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$25,000 to $34,999"
"S0601_C03_042MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$25,000 to $34,999"
"S0601_C03_043E","Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$35,000 to $49,999"
"S0601_C03_043EA","Annotation of Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$35,000 to $49,999"
"S0601_C03_043M","Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$35,000 to $49,999"
"S0601_C03_043MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$35,000 to $49,999"
"S0601_C03_044E","Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$50,000 to $64,999"
"S0601_C03_044M","Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$50,000 to $64,999"
"S0601_C03_044MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$50,000 to $64,999"
"S0601_C03_044EA","Annotation of Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$50,000 to $64,999"
"S0601_C03_045E","Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$65,000 to $74,999"
"S0601_C03_045M","Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$65,000 to $74,999"
"S0601_C03_045MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$65,000 to $74,999"
"S0601_C03_045EA","Annotation of Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$65,000 to $74,999"
"S0601_C03_046E","Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$75,000 or more"
"S0601_C03_046EA","Annotation of Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$75,000 or more"
"S0601_C03_046M","Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$75,000 or more"
"S0601_C03_046MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$75,000 or more"
"S0601_C03_047E","Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!Median income (dollars)"
"S0601_C03_047EA","Annotation of Estimate!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!Median income (dollars)"
"S0601_C03_047M","Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!Median income (dollars)"
"S0601_C03_047MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!Median income (dollars)"
"S0601_C03_048E","Estimate!!Native; born in other state in the U.S.!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined"
"S0601_C03_048EA","Annotation of Estimate!!Native; born in other state in the U.S.!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined"
"S0601_C03_048M","Margin of Error!!Native; born in other state in the U.S.!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined"
"S0601_C03_048MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined"
"S0601_C03_049E","Estimate!!Native; born in other state in the U.S.!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!Below 100 percent of the poverty level"
"S0601_C03_049M","Margin of Error!!Native; born in other state in the U.S.!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!Below 100 percent of the poverty level"
"S0601_C03_049MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!Below 100 percent of the poverty level"
"S0601_C03_049EA","Annotation of Estimate!!Native; born in other state in the U.S.!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!Below 100 percent of the poverty level"
"S0601_C03_050E","Estimate!!Native; born in other state in the U.S.!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!100 to 149 percent of the poverty level"
"S0601_C03_050EA","Annotation of Estimate!!Native; born in other state in the U.S.!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!100 to 149 percent of the poverty level"
"S0601_C03_050M","Margin of Error!!Native; born in other state in the U.S.!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!100 to 149 percent of the poverty level"
"S0601_C03_050MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!100 to 149 percent of the poverty level"
"S0601_C03_051E","Estimate!!Native; born in other state in the U.S.!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!At or above 150 percent of the poverty level"
"S0601_C03_051EA","Annotation of Estimate!!Native; born in other state in the U.S.!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!At or above 150 percent of the poverty level"
"S0601_C03_051M","Margin of Error!!Native; born in other state in the U.S.!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!At or above 150 percent of the poverty level"
"S0601_C03_051MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!At or above 150 percent of the poverty level"
"S0601_C03_052E","Estimate!!Native; born in other state in the U.S.!!PERCENT ALLOCATED!!Citizenship status"
"S0601_C03_052M","Margin of Error!!Native; born in other state in the U.S.!!PERCENT ALLOCATED!!Citizenship status"
"S0601_C03_052MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!PERCENT ALLOCATED!!Citizenship status"
"S0601_C03_052EA","Annotation of Estimate!!Native; born in other state in the U.S.!!PERCENT ALLOCATED!!Citizenship status"
"S0601_C03_053E","Estimate!!Native; born in other state in the U.S.!!PERCENT ALLOCATED!!Place of birth"
"S0601_C03_053EA","Annotation of Estimate!!Native; born in other state in the U.S.!!PERCENT ALLOCATED!!Place of birth"
"S0601_C03_053M","Margin of Error!!Native; born in other state in the U.S.!!PERCENT ALLOCATED!!Place of birth"
"S0601_C03_053MA","Annotation of Margin of Error!!Native; born in other state in the U.S.!!PERCENT ALLOCATED!!Place of birth"
"S0601_C04_001E","Estimate!!Native; born outside U.S.!!Total population"
"S0601_C04_001EA","Annotation of Estimate!!Native; born outside U.S.!!Total population"
"S0601_C04_001M","Margin of Error!!Native; born outside U.S.!!Total population"
"S0601_C04_001MA","Annotation of Margin of Error!!Native; born outside U.S.!!Total population"
"S0601_C04_002E","Estimate!!Native; born outside U.S.!!Total population!!AGE!!Under 5 years"
"S0601_C04_002EA","Annotation of Estimate!!Native; born outside U.S.!!Total population!!AGE!!Under 5 years"
"S0601_C04_002M","Margin of Error!!Native; born outside U.S.!!Total population!!AGE!!Under 5 years"
"S0601_C04_002MA","Annotation of Margin of Error!!Native; born outside U.S.!!Total population!!AGE!!Under 5 years"
"S0601_C04_003E","Estimate!!Native; born outside U.S.!!Total population!!AGE!!5 to 17 years"
"S0601_C04_003EA","Annotation of Estimate!!Native; born outside U.S.!!Total population!!AGE!!5 to 17 years"
"S0601_C04_003M","Margin of Error!!Native; born outside U.S.!!Total population!!AGE!!5 to 17 years"
"S0601_C04_003MA","Annotation of Margin of Error!!Native; born outside U.S.!!Total population!!AGE!!5 to 17 years"
"S0601_C04_004E","Estimate!!Native; born outside U.S.!!Total population!!AGE!!18 to 24 years"
"S0601_C04_004EA","Annotation of Estimate!!Native; born outside U.S.!!Total population!!AGE!!18 to 24 years"
"S0601_C04_004M","Margin of Error!!Native; born outside U.S.!!Total population!!AGE!!18 to 24 years"
"S0601_C04_004MA","Annotation of Margin of Error!!Native; born outside U.S.!!Total population!!AGE!!18 to 24 years"
"S0601_C04_005E","Estimate!!Native; born outside U.S.!!Total population!!AGE!!25 to 44 years"
"S0601_C04_005EA","Annotation of Estimate!!Native; born outside U.S.!!Total population!!AGE!!25 to 44 years"
"S0601_C04_005M","Margin of Error!!Native; born outside U.S.!!Total population!!AGE!!25 to 44 years"
"S0601_C04_005MA","Annotation of Margin of Error!!Native; born outside U.S.!!Total population!!AGE!!25 to 44 years"
"S0601_C04_006E","Estimate!!Native; born outside U.S.!!Total population!!AGE!!45 to 54 years"
"S0601_C04_006EA","Annotation of Estimate!!Native; born outside U.S.!!Total population!!AGE!!45 to 54 years"
"S0601_C04_006M","Margin of Error!!Native; born outside U.S.!!Total population!!AGE!!45 to 54 years"
"S0601_C04_006MA","Annotation of Margin of Error!!Native; born outside U.S.!!Total population!!AGE!!45 to 54 years"
"S0601_C04_007E","Estimate!!Native; born outside U.S.!!Total population!!AGE!!55 to 64 years"
"S0601_C04_007EA","Annotation of Estimate!!Native; born outside U.S.!!Total population!!AGE!!55 to 64 years"
"S0601_C04_007M","Margin of Error!!Native; born outside U.S.!!Total population!!AGE!!55 to 64 years"
"S0601_C04_007MA","Annotation of Margin of Error!!Native; born outside U.S.!!Total population!!AGE!!55 to 64 years"
"S0601_C04_008E","Estimate!!Native; born outside U.S.!!Total population!!AGE!!65 to 74 years"
"S0601_C04_008EA","Annotation of Estimate!!Native; born outside U.S.!!Total population!!AGE!!65 to 74 years"
"S0601_C04_008M","Margin of Error!!Native; born outside U.S.!!Total population!!AGE!!65 to 74 years"
"S0601_C04_008MA","Annotation of Margin of Error!!Native; born outside U.S.!!Total population!!AGE!!65 to 74 years"
"S0601_C04_009E","Estimate!!Native; born outside U.S.!!Total population!!AGE!!75 years and over"
"S0601_C04_009EA","Annotation of Estimate!!Native; born outside U.S.!!Total population!!AGE!!75 years and over"
"S0601_C04_009M","Margin of Error!!Native; born outside U.S.!!Total population!!AGE!!75 years and over"
"S0601_C04_009MA","Annotation of Margin of Error!!Native; born outside U.S.!!Total population!!AGE!!75 years and over"
"S0601_C04_010E","Estimate!!Native; born outside U.S.!!Total population!!AGE!!Median age (years)"
"S0601_C04_010EA","Annotation of Estimate!!Native; born outside U.S.!!Total population!!AGE!!Median age (years)"
"S0601_C04_010M","Margin of Error!!Native; born outside U.S.!!Total population!!AGE!!Median age (years)"
"S0601_C04_010MA","Annotation of Margin of Error!!Native; born outside U.S.!!Total population!!AGE!!Median age (years)"
"S0601_C04_011E","Estimate!!Native; born outside U.S.!!Total population!!SEX!!Male"
"S0601_C04_011EA","Annotation of Estimate!!Native; born outside U.S.!!Total population!!SEX!!Male"
"S0601_C04_011M","Margin of Error!!Native; born outside U.S.!!Total population!!SEX!!Male"
"S0601_C04_011MA","Annotation of Margin of Error!!Native; born outside U.S.!!Total population!!SEX!!Male"
"S0601_C04_012E","Estimate!!Native; born outside U.S.!!Total population!!SEX!!Female"
"S0601_C04_012EA","Annotation of Estimate!!Native; born outside U.S.!!Total population!!SEX!!Female"
"S0601_C04_012M","Margin of Error!!Native; born outside U.S.!!Total population!!SEX!!Female"
"S0601_C04_012MA","Annotation of Margin of Error!!Native; born outside U.S.!!Total population!!SEX!!Female"
"S0601_C04_013E","Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0601_C04_013EA","Annotation of Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0601_C04_013M","Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0601_C04_013MA","Annotation of Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0601_C04_014E","Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0601_C04_014EA","Annotation of Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0601_C04_014M","Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0601_C04_014MA","Annotation of Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0601_C04_015E","Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0601_C04_015EA","Annotation of Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0601_C04_015M","Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0601_C04_015MA","Annotation of Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0601_C04_016E","Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0601_C04_016EA","Annotation of Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0601_C04_016M","Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0601_C04_016MA","Annotation of Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0601_C04_017E","Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0601_C04_017EA","Annotation of Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0601_C04_017M","Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0601_C04_017MA","Annotation of Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0601_C04_018E","Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0601_C04_018EA","Annotation of Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0601_C04_018M","Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0601_C04_018MA","Annotation of Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0601_C04_019E","Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0601_C04_019EA","Annotation of Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0601_C04_019M","Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0601_C04_019MA","Annotation of Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0601_C04_020E","Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0601_C04_020EA","Annotation of Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0601_C04_020M","Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0601_C04_020MA","Annotation of Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0601_C04_021E","Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0601_C04_021EA","Annotation of Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0601_C04_021M","Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0601_C04_021MA","Annotation of Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0601_C04_022E","Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0601_C04_022EA","Annotation of Estimate!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0601_C04_022M","Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0601_C04_022MA","Annotation of Margin of Error!!Native; born outside U.S.!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0601_C04_023E","Estimate!!Native; born outside U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0601_C04_023EA","Annotation of Estimate!!Native; born outside U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0601_C04_023M","Margin of Error!!Native; born outside U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0601_C04_023MA","Annotation of Margin of Error!!Native; born outside U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0601_C04_024E","Estimate!!Native; born outside U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English"
"S0601_C04_024M","Margin of Error!!Native; born outside U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English"
"S0601_C04_024MA","Annotation of Margin of Error!!Native; born outside U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English"
"S0601_C04_024EA","Annotation of Estimate!!Native; born outside U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English"
"S0601_C04_025E","Estimate!!Native; born outside U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English  "very well""
"S0601_C04_025M","Margin of Error!!Native; born outside U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English  "very well""
"S0601_C04_025MA","Annotation of Margin of Error!!Native; born outside U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English  "very well""
"S0601_C04_025EA","Annotation of Estimate!!Native; born outside U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English  "very well""
"S0601_C04_026E","Estimate!!Native; born outside U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English less than "very well""
"S0601_C04_026EA","Annotation of Estimate!!Native; born outside U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English less than "very well""
"S0601_C04_026M","Margin of Error!!Native; born outside U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English less than "very well""
"S0601_C04_026MA","Annotation of Margin of Error!!Native; born outside U.S.!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English less than "very well""
"S0601_C04_027E","Estimate!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over"
"S0601_C04_027EA","Annotation of Estimate!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over"
"S0601_C04_027M","Margin of Error!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over"
"S0601_C04_027MA","Annotation of Margin of Error!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over"
"S0601_C04_028E","Estimate!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over!!Never married"
"S0601_C04_028EA","Annotation of Estimate!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over!!Never married"
"S0601_C04_028M","Margin of Error!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over!!Never married"
"S0601_C04_028MA","Annotation of Margin of Error!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over!!Never married"
"S0601_C04_029E","Estimate!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated"
"S0601_C04_029EA","Annotation of Estimate!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated"
"S0601_C04_029M","Margin of Error!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated"
"S0601_C04_029MA","Annotation of Margin of Error!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated"
"S0601_C04_030E","Estimate!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0601_C04_030EA","Annotation of Estimate!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0601_C04_030M","Margin of Error!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0601_C04_030MA","Annotation of Margin of Error!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0601_C04_031E","Estimate!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0601_C04_031EA","Annotation of Estimate!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0601_C04_031M","Margin of Error!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0601_C04_031MA","Annotation of Margin of Error!!Native; born outside U.S.!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0601_C04_032E","Estimate!!Native; born outside U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0601_C04_032EA","Annotation of Estimate!!Native; born outside U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0601_C04_032M","Margin of Error!!Native; born outside U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0601_C04_032MA","Annotation of Margin of Error!!Native; born outside U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0601_C04_033E","Estimate!!Native; born outside U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0601_C04_033EA","Annotation of Estimate!!Native; born outside U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0601_C04_033M","Margin of Error!!Native; born outside U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0601_C04_033MA","Annotation of Margin of Error!!Native; born outside U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0601_C04_034E","Estimate!!Native; born outside U.S.!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
